xid,name,rate,osm,wikidata,kinds,longitude,latitude,country
W329364483,The Cabildo,7.0,way/329364483,Q7720883,"cultural,museums,interesting_places,other_museums",-90.0638,29.9577,United States
W32942742,Arizona State Museum South,7.0,way/32942742,Q4306514,"cultural,museums,interesting_places,other_museums",-110.956,32.2312,United States
W32974139,Bear Down Gym,7.0,way/32974139,Q4876431,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-110.95,32.2312,United States
W32974694,Arizona State Museum,7.0,way/32974694,Q4306514,"cultural,museums,interesting_places,other_museums",-110.956,32.2325,United States
W32977176,Rialto Theatre,7.0,way/32977176,Q559698,"cultural,cinemas,theatres_and_entertainments,interesting_places,music_venues",-110.967,32.2218,United States
W329851708,Église de Montarouch,7.0,way/329851708,Q15954065,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_churches",-0.26154,44.7556,France
W330249468,Palacio de los Condes de Cervellón,7.0,way/330249468,Q3813440,"palaces,architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,monuments",-0.642435,39.0221,España
W330355551,Église Saint-Médard de Geloux,7.0,way/330355551,Q3583275,"religion,churches,interesting_places,other_churches",-0.639007,43.9813,France
W330368426,Igreja da Sé,7.0,way/330368426,Q1106554,"religion,cathedrals,churches,interesting_places,catholic_churches",113.542,22.1935,China
W33040858,Cramond Kirk,7.0,way/33040858,Q17570279,"religion,churches,interesting_places,other_churches",-3.29995,55.9778,United Kingdom
W330454413,Ogijima Lighthouse Museum,7.0,way/330454413,Q11578158,"lighthouses,towers,architecture,cultural,museums,interesting_places,other_museums,other_towers",134.061,34.4335,Japón
W330738689,Finca Pausilipo,2.0,way/330738689,Q5862172,"historic,monuments_and_memorials,interesting_places,monuments",-80.2369,7.80264,Panamá
W33080556,Pfarrkirche St.Pauls,7.0,way/33080556,Q14912736,"religion,churches,interesting_places,catholic_churches",11.2617,46.4723,Italia
W330914775,Schloss Wartensee,7.0,way/330914775,Q1802932,"fortifications,historic,interesting_places,castles",9.53079,47.4717,Alemania
W331159203,McDonald Theater,7.0,way/331159203,Q6800931,"cultural,cinemas,theatres_and_entertainments,interesting_places,music_venues",-123.093,44.0486,United States
W331775233,Eglise Saint-Georges,7.0,way/331775233,Q38589060,"religion,churches,interesting_places,catholic_churches",-0.0543656,49.1661,France
W331964492,Filialkirche Hart,7.0,way/331964492,Q18022127,"cemeteries,religion,historic,churches,burial_places,interesting_places,other_churches",14.1695,46.7154,Austria
W332224166,Plaza Simón Bolívar,7.0,way/332224166,Q6079817,"urban_environment,gardens_and_parks,cultural,interesting_places",-71.6195,-33.0455,Chile
W332359460,Escuela Ramón Barros Luco,7.0,way/332359460,Q28770019,"historic,monuments_and_memorials,interesting_places,monuments",-71.6101,-33.0466,Chile
W332359465,Capilla del Carmen,7.0,way/332359465,Q16490214,"religion,other_temples,historic,monuments_and_memorials,interesting_places,monuments",-71.6113,-33.0518,Chile
W332400381,Castro de Borneiro,7.0,way/332400381,Q2513122,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",-8.9522,43.1946,España
W332702279,Castillo Wulff,7.0,way/332702279,Q8039164,"fortifications,historic,monuments_and_memorials,interesting_places,castles,monuments",-71.5649,-33.0192,Chile
W332723845,The Salutation,7.0,way/332723845,Q15979280,"architecture,historic_architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-0.233217,51.4929,United Kingdom
W332853807,Wat Yannawa,7.0,way/332853807,Q1111480,"religion,buddhist_temples,interesting_places",100.514,13.7174,Tailandia
W332855038,Wat Worachanyawat,7.0,way/332855038,Q98807671,"religion,buddhist_temples,interesting_places",100.507,13.7092,Tailandia
W332861433,Seikan-tei,7.0,way/332861433,Q11561441,"cultural,museums,interesting_places,other_museums",139.153,35.2483,Japón
W33292762,Tchaikovsky Music School,7.0,way/33292762,Q20507865,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",44.5121,40.1823,Armenia
W332953614,The Rock of Guatape,3.0,way/332953614,Q2244727,"mountain_peaks,rock_formations,geological_formations,natural,interesting_places",-75.1793,6.21948,Colombia
W333210759,Iglesia Compañía de Jesús,7.0,way/333210759,Q16577978,"religion,churches,interesting_places,catholic_churches",-71.6028,-33.0467,Chile
W333223513,Wat Thewi Worayat,7.0,way/333223513,Q99441295,"religion,buddhist_temples,interesting_places",100.51,13.7494,Tailandia
W333223518,Wat Parinayok Worawihan,7.0,way/333223518,Q66458741,"religion,buddhist_temples,interesting_places",100.506,13.7582,Tailandia
W333223521,Wat Thep Sirinthrawat Ratchaworawihan,7.0,way/333223521,Q13020911,"religion,buddhist_temples,interesting_places",100.514,13.747,Tailandia
W333227698,Wat Yang Suttharam,7.0,way/333227698,Q24705886,"religion,buddhist_temples,interesting_places",100.473,13.7539,Tailandia
W333227699,Wat Chinorasaram Worawihan,7.0,way/333227699,Q2552271,"religion,buddhist_temples,interesting_places",100.479,13.7467,Tailandia
W333227700,Wat Amarinthraram,7.0,way/333227700,Q15981781,"religion,buddhist_temples,interesting_places",100.484,13.759,Tailandia
W333227702,Wat Amarinthraram Worawihan,7.0,way/333227702,Q15981781,"religion,buddhist_temples,interesting_places",100.484,13.7601,Tailandia
W333227703,Wat Dusitdaram,7.0,way/333227703,Q15981709,"religion,buddhist_temples,interesting_places",100.488,13.7635,Tailandia
W333227704,Wat Rakhang Kositaram Woramahawihan,7.0,way/333227704,Q1395072,"religion,buddhist_temples,interesting_places",100.486,13.7523,Tailandia
W333227705,Wat Suwannaram Ratchaworawihan,7.0,way/333227705,Q1416391,"religion,buddhist_temples,interesting_places",100.477,13.7636,Tailandia
W333247760,Newsome House Museum & Cultural Center,7.0,way/333247760,Q16895849,"biographical_museums,historic_house_museums,cultural,museums,interesting_places,history_museums",-76.4052,36.9904,United States
W334018458,Fort Barrancas,7.0,way/334018458,Q824960,"architecture,historic_architecture,fortifications,historic,historical_places,interesting_places,destroyed_objects,other_fortifications,historic_settlements",-87.2972,30.3477,United States
W334664302,Iglesia San Juan Bautista,3.0,way/334664302,Q27431158,"religion,cathedrals,churches,interesting_places,catholic_churches",-80.3594,8.52198,Panamá
W334706656,Church of All Saints,7.0,way/334706656,Q5116783,"religion,churches,interesting_places,other_churches",-2.57731,51.135,United Kingdom
W334736742,Wat Sothonwararam,7.0,way/334736742,Q6630551,"religion,buddhist_temples,interesting_places",101.068,13.6736,Tailandia
W334756681,Palacio Baburizza,7.0,way/334756681,Q6057588,"palaces,architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,monuments",-71.6289,-33.0403,Chile
W334828532,Wat Po Chai,7.0,way/334828532,Q13020926,"religion,buddhist_temples,interesting_places",102.757,17.8845,Tailandia
W334955006,St. Sebastian,7.0,way/334955006,Q2323120,"religion,churches,interesting_places,catholic_churches",7.82233,49.6308,Alemania
W335046004,Biloxi Lighthouse,7.0,way/335046004,Q4913574,"lighthouses,towers,architecture,interesting_places,other_towers",-88.9012,30.3944,United States
W335166318,Ernestown Station,7.0,way/335166318,Q23301339,"railway_stations,industrial_facilities,interesting_places",-76.7548,44.2172,Canada
W335533300,Cerkev Svete Helene Pertoca,7.0,way/335533300,Q18515899,"religion,churches,interesting_places,other_churches",16.0282,46.778,Eslovenia
W335594207,Hotel Termas del Flaco,7.0,way/335594207,Q6142712,"hot_springs,natural_springs,natural,interesting_places,springs_others,water_parks,amusements",-70.4346,-34.9588,Chile
W335736732,Castell de Madrona,7.0,way/335736732,Q8342408,"fortifications,historic,interesting_places,castles",1.33525,41.9681,España
W336641107,Kiyomizu-dera Temple,7.0,way/336641107,Q221716,"religion,buddhist_temples,interesting_places",135.784,34.9943,Japón
W337240884,San Francisco,3.0,way/337240884,Q21025295,"religion,churches,interesting_places,catholic_churches",-80.972,8.24546,Argentina
W337243016,Catedral de San José de David,6.0,way/337243016,Q42884164,"religion,cathedrals,interesting_places",-82.4217,8.42461,Panamá
W337482926,Parque 5 de Noviembre,6.0,way/337482926,Q42883937,"urban_environment,gardens_and_parks,cultural,interesting_places",-79.9037,9.35976,Panamá
W33752112,Kaunos,7.0,way/33752112,Q608095,"settlements,historic,archaeology,interesting_places",28.6243,36.8245,Turquía
W337710273,Plaza Sotomayor,7.0,way/337710273,Q7203651,"squares,interesting_places,cultural,urban_environment",-71.6291,-33.0388,Chile
W337817494,Wat Suttharam,7.0,way/337817494,Q99426126,"religion,buddhist_temples,interesting_places",100.494,13.7127,Tailandia
W33782571,Parque Reducto,7.0,way/33782571,Q6062486,"historic,monuments_and_memorials,urban_environment,gardens_and_parks,cultural,interesting_places,monuments",-77.0226,-12.1263,Perú
W337980792,Thirlwall Castle,7.0,way/337980792,Q7785119,"architecture,historic_architecture,fortifications,historic,interesting_places,castles,farms",-2.53342,54.9893,United Kingdom
W338030126,Wat Sawettachat Worawihan,7.0,way/338030126,Q56876247,"religion,buddhist_temples,interesting_places",100.505,13.7141,Tailandia
W338211564,Iglesia San Antonio de Colo,7.0,way/338211564,Q500226,"religion,churches,interesting_places,other_churches",-73.4019,-42.2589,Chile
W33847858,Parque Pucllana,7.0,way/33847858,Q677387,"historic,urban_environment,gardens_and_parks,archaeology,cultural,interesting_places,other_archaeological_sites",-77.0334,-12.1122,Perú
W338538323,Yıldırım Complex,7.0,way/338538323,Q6025789,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",29.0821,40.1879,Turquía
W338670184,Bjni Fortress,7.0,way/338670184,Q4919619,"fortifications,historic,interesting_places,castles",44.6544,40.4608,Armenia
W338766322,Ardvi monastery,7.0,way/338766322,Q16370691,"religion,churches,interesting_places,other_churches",44.5875,41.0198,Armenia
W33885754,Château de Wœrth,7.0,way/33885754,Q2971071,"fortifications,historic,interesting_places,castles",7.74739,48.9389,France
W338862862,Toyama Castle Park,7.0,way/338862862,Q911975,"fortifications,historic,urban_environment,gardens_and_parks,cultural,interesting_places,other_fortifications",137.211,36.6932,Japón
W338884798,Colegio de los Sagrados Corazones,7.0,way/338884798,Q16578028,"historic,monuments_and_memorials,interesting_places,monuments",-71.6153,-33.0487,Chile
W33893247,Gare du Palais,7.0,way/33893247,Q276785,"railway_stations,industrial_facilities,interesting_places",-71.2139,46.8178,Canada
W339352245,Jishu Shrine,7.0,way/339352245,Q10928238,"religion,other_temples,interesting_places",135.785,34.9951,Japón
W339603492,Piscina Estadio Nacional,7.0,way/339603492,Q594994,"sport,architecture,historic_architecture,interesting_places,stadiums,other_buildings_and_structures",-70.6089,-33.4634,Chile
W339864969,Capela do Senhor da Pedra,7.0,way/339864969,Q9696115,"religion,churches,interesting_places,other_churches",-8.65877,41.0688,Portugal
W340491875,Magnolia Cemetery,7.0,way/340491875,Q6731875,"cemeteries,historic,burial_places,interesting_places",-91.1677,30.451,United States
W34067475,Tokyo Metropolitan Teien Art Museum,7.0,way/34067475,Q743773,"biographical_museums,historic_house_museums,cultural,museums,interesting_places,history_museums,art_galleries",139.719,35.6364,Japón
W340774909,Ji Le Temple,7.0,way/340774909,Q1074187,"religion,buddhist_temples,interesting_places",126.659,45.7756,China
W34118104,Prato di Sant'Agostino,7.0,way/34118104,Q1102250,"religion,churches,urban_environment,gardens_and_parks,cultural,interesting_places,other_churches",11.3313,43.3146,Italia
W341216800,El Rodadero,3.0,way/341216800,Q5823168,"natural,interesting_places,beaches,other_beaches",-74.2279,11.2027,Colombia
W34133277,Citadel of Erbil,7.0,way/34133277,Q206236,"fortifications,historic,archaeology,interesting_places,castles,other_archaeological_sites",44.0093,36.1914,Irak
W341433533,St. Jakobus,7.0,way/341433533,Q26836667,"religion,churches,interesting_places,other_churches",6.48377,49.5133,Alemania
W341706335,Yerablur,7.0,way/341706335,Q2660786,"cemeteries,historic,burial_places,interesting_places",44.4545,40.1594,Armenia
W34178421,St Helen's Church,7.0,way/34178421,Q7593325,"religion,churches,interesting_places,other_churches",-4.66476,51.1644,United Kingdom
W341937040,Mérida cable car,7.0,way/341937040,Q526036,"cultural,urban_environment,interesting_places,squares",-71.1416,8.59152,Venezuela
W342226292,Cliffs Shaft Museum,7.0,way/342226292,Q5133096,"industrial_facilities,mineshafts,cultural,museums,interesting_places,other_museums",-87.6761,46.4916,United States
W342226293,Cliffs C Shaft,7.0,way/342226293,Q5133096,"industrial_facilities,mineshafts,cultural,museums,interesting_places,other_museums",-87.6749,46.4909,United States
W342226296,Cliffs B Shaft,7.0,way/342226296,Q5133096,"industrial_facilities,mineshafts,cultural,museums,interesting_places,other_museums",-87.6766,46.4912,United States
W342337807,Wat Ratchapradit Sathit Maha Simaram Ratchaworawihan,7.0,way/342337807,Q2552382,"religion,buddhist_temples,interesting_places",100.496,13.7497,Tailandia
W342343925,Wat Iam Woranut,7.0,way/342343925,Q99440237,"religion,buddhist_temples,interesting_places",100.501,13.7662,Tailandia
W342343926,Wat Intharawihan,7.0,way/342343926,Q1545430,"religion,buddhist_temples,interesting_places",100.503,13.7668,Tailandia
W342343927,Wat Noranat Suntharikaram,7.0,way/342343927,Q13020702,"religion,buddhist_temples,interesting_places",100.503,13.7695,Tailandia
W342346819,Wat Nak Klang Worawihan,7.0,way/342346819,Q25448635,"religion,buddhist_temples,interesting_places",100.484,13.7455,Tailandia
W342346820,Wat Khruea Wan Worawihan,7.0,way/342346820,Q19427224,"religion,buddhist_temples,interesting_places",100.486,13.7462,Tailandia
W342355805,Wat Kanlayanamit Woramahawihan,7.0,way/342355805,Q4919979,"religion,buddhist_temples,interesting_places",100.491,13.74,Tailandia
W342368970,Wat Anongkharam Worawihan,7.0,way/342368970,Q13020891,"religion,buddhist_temples,interesting_places",100.498,13.7343,Tailandia
W342451145,Wat Sang Krachai Worawihan,7.0,way/342451145,Q25447306,"religion,buddhist_temples,interesting_places",100.485,13.7332,Tailandia
W342451146,Wat Ratchasittharam Ratchaworawihan,7.0,way/342451146,Q23777322,"religion,buddhist_temples,interesting_places",100.484,13.7369,Tailandia
W342451147,Wat Chao Mun,7.0,way/342451147,Q25447051,"religion,buddhist_temples,interesting_places",100.472,13.7365,Tailandia
W342451150,Wat Tha Phra,7.0,way/342451150,Q25449187,"religion,buddhist_temples,interesting_places",100.474,13.733,Tailandia
W342451151,Wat Nok,7.0,way/342451151,Q66361381,"religion,buddhist_temples,interesting_places",100.459,13.7387,Tailandia
W342454534,Wat Sangwet Witsayaram,7.0,way/342454534,Q98834451,"religion,buddhist_temples,interesting_places",100.497,13.7644,Tailandia
W342455404,Wat Thewarat Kunchorn Worawiharn.,7.0,way/342455404,Q56528599,"religion,buddhist_temples,interesting_places",100.502,13.7722,Tailandia
W342457112,Church of the Immaculate Conception,7.0,way/342457112,Q6004353,"religion,churches,interesting_places,other_churches",100.504,13.777,Tailandia
W342517137,Wat Ruangyod Suttharam,7.0,way/342517137,Q40223893,"religion,buddhist_temples,interesting_places",100.513,13.6912,Tailandia
W342518948,Wat Ratchasingkhon,7.0,way/342518948,Q58622685,"religion,buddhist_temples,interesting_places",100.504,13.7055,Tailandia
W342540425,The Bethanie,7.0,way/342540425,Q5005066,"religion,other_temples,interesting_places",114.135,22.2621,China
W342582505,Wat Awut Wikasitaram,7.0,way/342582505,Q98108766,"religion,buddhist_temples,interesting_places",100.505,13.7902,Tailandia
W343093805,Wigmore Castle,7.0,way/343093805,Q7999673,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",-2.86921,52.3182,United Kingdom
W343192452,St. Johannes der Täufer (Mondorf),7.0,way/343192452,Q17127479,"religion,churches,interesting_places,other_churches",6.59701,49.4175,Alemania
W343710586,Holy Rosary Church,7.0,way/343710586,Q18658070,"religion,churches,interesting_places,other_churches",100.513,13.7312,Tailandia
W344628977,Yongcheng Theater,7.0,way/344628977,Q58060207,"cultural,museums,interesting_places,other_museums",120.268,23.319,Taiwán
W345371355,St Michael's Fulwell,7.0,way/345371355,Q20876369,"religion,churches,interesting_places,other_churches",-0.347746,51.4335,United Kingdom
W34547350,Maiden (Lower Worship Hall),7.0,way/34547350,Q701403,"religion,other_temples,interesting_places",139.556,35.3255,Japón
W34550401,Tsurugaoka Hachiman-gū,7.0,way/34550401,Q701403,"religion,other_temples,interesting_places",139.556,35.3252,Japón
W345713260,Evangelische Kirche Eisentratten,7.0,way/345713260,Q14545363,"religion,churches,interesting_places,other_churches",13.576,46.9217,Austria
W346093073,Capel Salem,7.0,way/346093073,Q17153072,"religion,churches,interesting_places,other_churches",-4.075,52.8257,United Kingdom
W347269595,Wat Mai Amatarot,7.0,way/347269595,Q97823893,"religion,buddhist_temples,interesting_places",100.502,13.7644,Tailandia
W347395454,Iglesia Católica Vieja de San Vicente,1.0,way/347395454,-1,"religion,churches,interesting_places,catholic_churches",-79.0188,-1.71646,Ecuador
W348025780,Iglesia,1.0,way/348025780,-1,"religion,churches,interesting_places,other_churches",-79.0149,-1.63663,España
W348099338,Puruchuco,7.0,way/348099338,Q2615433,"settlements,historic,archaeology,interesting_places",-76.936,-12.0496,Perú
W348425299,Wat Ratchaphatikaram,7.0,way/348425299,Q16004363,"religion,buddhist_temples,interesting_places",100.505,13.7801,Tailandia
W348442340,Chisti,7.0,way/348442340,Q2588118,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",9.13543,46.683,Alemania
W348745649,Chungshan Church (Taipei),7.0,way/348745649,Q10875247,"religion,churches,interesting_places,other_churches",121.524,25.049,Taiwán
W348790075,Maud Foster Mill,7.0,way/348790075,Q6792220,"industrial_facilities,mills,interesting_places",-0.0178161,52.9836,United Kingdom
W348803000,Iglesia San Luis de Gonzaga,1.0,way/348803000,-1,"religion,churches,interesting_places,other_churches",-78.9999,-1.75499,Ecuador
W349194792,Vroulia,7.0,way/349194792,Q38282160,"historic,archaeology,interesting_places,other_archaeological_sites",27.7648,35.8948,Grecia
W349634594,Wayland's Smithy,7.0,way/349634594,Q2553002,"tumuluses,megaliths,historic,archaeology,burial_places,interesting_places",-1.59615,51.5668,United Kingdom
W349642123,Pines Theater,7.0,way/349642123,Q7195565,"cultural,cinemas,theatres_and_entertainments,interesting_places",-94.7287,31.3384,United States
W350598993,Convento San Alfonso,1.0,way/350598993,-1,"religion,other_temples,interesting_places",-78.6469,-1.67096,Ecuador
W350624388,Capilla Católica del Divino Niño,1.0,way/350624388,-1,"religion,churches,interesting_places,other_churches",-79.0461,-1.70727,Ecuador
W350676026,Castle of Mesía,7.0,way/350676026,Q43144526,"fortifications,historic,monuments_and_memorials,interesting_places,castles,monuments",-8.24274,43.118,España
W350761720,Posta de Yatasto,7.0,way/350761720,Q8050174,"cultural,museums,interesting_places,other_museums",-64.9498,-25.5901,Argentina
W350980136,古城公园,7.0,way/350980136,Q11578745,"urban_environment,gardens_and_parks,cultural,interesting_places",115.662,32.2001,China
W350980138,古城公园,7.0,way/350980138,Q11578745,"urban_environment,gardens_and_parks,cultural,interesting_places",115.663,32.2052,China
W351281717,Dazhao Temple,7.0,way/351281717,Q1179294,"religion,buddhist_temples,monasteries,interesting_places",111.647,40.7986,China
W351399165,Sanahin Bridge,7.0,way/351399165,Q2220193,"bridges,architecture,interesting_places,footbridges,stone_bridges",44.6575,41.0992,Armenia
W351689836,St. Margaret's Church,7.0,way/351689836,Q17546214,"religion,churches,interesting_places,other_churches",-1.8148,53.2645,United Kingdom
W352670070,St. Laurentius,7.0,way/352670070,Q27890085,"religion,churches,interesting_places,catholic_churches",9.57322,49.6796,Alemania
W353283885,National African-American Archives & Museum,7.0,way/353283885,Q6970197,"cultural,museums,interesting_places,other_museums",-88.051,30.6953,United States
W353285236,Thomas Jr. Recreational Center,7.0,way/353285236,Q5241837,"urban_environment,gardens_and_parks,cultural,interesting_places",-88.0662,30.6997,United States
W353287184,Catedral San Marcos,7.0,way/353287184,Q5809081,"religion,cathedrals,interesting_places",-70.3207,-18.479,Chile
W354187838,"Castillo de los Bazán, Palacios de la Valduerna",7.0,way/354187838,Q5757499,"fortifications,historic,monuments_and_memorials,interesting_places,castles,monuments",-5.94119,42.3266,España
W354313999,Château d'Urendorf,7.0,way/354313999,Q15940103,"fortifications,historic,interesting_places,castles",7.56285,48.5635,France
W354985988,Reserva de la Biosfera Chamela-Cuixmala,7.0,way/354985988,Q3457139,"natural,interesting_places,nature_reserves,other_nature_conservation_areas",-104.985,19.4836,México
W355036190,Ussieres château,7.0,way/355036190,Q22484326,"fortifications,historic,interesting_places,castles",6.75558,46.6012,Alemania
W355511859,Cemetery of Confucius,7.0,way/355511859,Q619258,"cemeteries,historic,burial_places,interesting_places",116.986,35.6219,China
W355557900,Conde-Charlotte Museum House,7.0,way/355557900,Q1124408,"cultural,museums,interesting_places,other_museums",-88.0401,30.6884,United States
W355705136,Castillo del Moral,7.0,way/355705136,Q97626354,"fortifications,historic,monuments_and_memorials,cultural,museums,interesting_places,castles,other_museums,monuments",-4.48368,37.4082,España
W355717641,Antiguo Hospital de San Juan de Dios,7.0,way/355717641,Q29350961,"religion,churches,interesting_places,other_churches",-4.48641,37.4053,España
W35585541,Resaca de la Palma Battlefield NHL,7.0,way/35585541,Q7314917,"urban_environment,gardens_and_parks,cultural,interesting_places",-97.4866,25.9386,United States
W356571150,Shrewsbury Bus Station,7.0,way/356571150,Q1911181,"railway_stations,industrial_facilities,interesting_places",-2.75244,52.7108,United Kingdom
W35692888,Friedrichsbau,7.0,way/35692888,Q1249923,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",8.69778,49.4108,Alemania
W35736482,Benediktinerabtei Marienberg - Abbazia benedettina di Monte Maria,7.0,way/35736482,Q334022,"religion,churches,monasteries,interesting_places,catholic_churches",10.5205,46.7058,Italia
W35839496,Blackstone Park,7.0,way/35839496,Q4923419,"historical_places,historic,gardens_and_parks,cultural,urban_environment,interesting_places,historic_districts",-71.3805,41.8337,United States
W358643452,Autaler Kirche,7.0,way/358643452,Q784400,"religion,churches,interesting_places,catholic_churches",15.5434,47.0602,Austria
W35866698,Yamashita Park,7.0,way/35866698,Q5372158,"urban_environment,gardens_and_parks,cultural,interesting_places",139.65,35.4457,Japón
W358975357,Chiesa di Santa Maria e San Jacopo a Querceto,7.0,way/358975357,Q3674091,"religion,churches,interesting_places,catholic_churches",11.2035,43.8459,Italia
W359512682,Tomb of Sikandar Lodhi,7.0,way/359512682,Q21475086,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",77.2215,28.5963,India
W359757474,St Pancras,7.0,way/359757474,Q15979466,"religion,churches,interesting_places,other_churches",-0.0244426,50.8563,United Kingdom
W359896810,To-ji Temple,7.0,way/359896810,Q1046403,"religion,buddhist_temples,interesting_places",135.748,34.9806,Japón
W36001728,Plaza Independencia,7.0,way/36001728,Q2099121,"urban_environment,cultural,interesting_places,squares",-56.1998,-34.9065,Uruguay
W36001749,Constitution Square,7.0,way/36001749,Q1632358,"urban_environment,cultural,interesting_places,squares",-56.2035,-34.9066,Uruguay
W360083221,Templo San Francisco Acatepec,7.0,way/360083221,Q26926677,"religion,churches,interesting_places,other_churches",-98.3088,19.0224,México
W360309560,Barragem de Castelo do Bode,7.0,way/360309560,Q5049759,"factories,industrial_facilities,dams,power_stations,interesting_places",-8.31923,39.5428,Portugal
W360735097,All Saints Church,7.0,way/360735097,Q4729305,"religion,churches,interesting_places,other_churches",-0.980303,51.1455,United Kingdom
W361393589,Wat Phra That Hariphunchai,7.0,way/361393589,Q2552374,"religion,buddhist_temples,interesting_places",99.0078,18.5774,Tailandia
W361434794,Teatro El Círculo,7.0,way/361434794,Q3827019,"cultural,theatres_and_entertainments,interesting_places,opera_houses",-60.6351,-32.9526,Argentina
W361853200,Fuerte de Cobos,7.0,way/361853200,Q5870556,"fortifications,historic,cultural,museums,interesting_places,other_museums,other_fortifications",-65.0938,-24.7364,Argentina
W362337836,tomb of Feng Yuxiang,7.0,way/362337836,Q10895399,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",117.102,36.2071,China
W362384141,Giresun Island,7.0,way/362384141,Q1526709,"natural,interesting_places,islands,other_islands",38.4365,40.9293,Turquía
W362520042,Manoir de Pommereux,7.0,way/362520042,Q18736753,"architecture,historic_architecture,fortifications,historic,interesting_places,manor_houses,castles",-0.119354,48.7508,France
W362986070,Zhu-Bei Auspicious Place,7.0,way/362986070,Q17038595,"religion,other_temples,interesting_places",120.998,24.842,Taiwán
W363323446,Saint Francis Street United Methodist Church,7.0,way/363323446,Q7587997,"religion,churches,interesting_places,other_churches",-88.0445,30.6918,United States
W363610800,Chapelle Sainte-Anne,7.0,way/363610800,Q2957058,"religion,churches,interesting_places,other_churches",-3.34081,47.995,France
W363681620,Armenian Orthodox Holy Church of Nazareth,7.0,way/363681620,Q3585462,"cemeteries,religion,historic,churches,burial_places,interesting_places,other_churches",88.3514,22.5796,India
W36373669,Catedral Basílica de Nuestra Señora del Valle,7.0,way/36373669,Q2942782,"religion,cathedrals,churches,interesting_places,catholic_churches",-65.7802,-28.469,Argentina
W364217763,Saenger Theatre,7.0,way/364217763,Q7398303,"cultural,cinemas,theatres_and_entertainments,interesting_places",-87.2143,30.4107,United States
W364415920,Listowel Castle,7.0,way/364415920,Q4215383,"fortifications,historic,interesting_places,castles",-9.487,52.4445,Irlanda
W364907964,The Glass House,7.0,way/364907964,Q1506237,"biographical_museums,historic_house_museums,cultural,museums,interesting_places,history_museums",-73.5293,41.1424,United States
W364954622,Revolutionary War Cemetery,7.0,way/364954622,Q543143,"cemeteries,historic,burial_places,interesting_places",-73.3296,43.1671,United States
W365057385,Kapelle zur Schmerzhaften Muttergottes,7.0,way/365057385,Q1624796,"religion,churches,interesting_places,other_churches",10.5509,48.1228,Alemania
W365174171,Playa Cayo Sombrero (Este),3.0,way/365174171,Q5759293,"natural,interesting_places,beaches,islands,coral_islands,other_beaches",-68.2068,10.8776,Venezuela
W365469452,Santa Anna,7.0,way/365469452,Q62330734,"religion,churches,interesting_places,catholic_churches",0.813291,42.1432,España
W365693195,Villa Cornaro,7.0,way/365693195,Q2698156,"architecture,historic_architecture,interesting_places,manor_houses",11.9994,45.607,Italia
W366050226,Metropolitan Cathedral of Medellín,7.0,way/366050226,Q1050597,"religion,cathedrals,churches,interesting_places,catholic_churches",-75.5639,6.25404,Colombia
W366053979,Busto a Alexander Sabes Petion,2.0,way/366053979,-1,"historic,monuments_and_memorials,interesting_places,monuments",-78.5068,-0.212146,Ecuador
W366223634,The Shakespeare,7.0,way/366223634,Q7462808,"architecture,historic_architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-2.5971,51.4496,United Kingdom
W366510702,Chemal hydroelectric power plant,7.0,way/366510702,Q4508745,"factories,industrial_facilities,power_stations,interesting_places",86.0053,51.3912,Rusia
W366673645,Templo de Santo Domingo,7.0,way/366673645,Q46169893,"religion,churches,interesting_places,other_churches",-74.2254,-13.1585,Perú
W366695394,Salón del Reino Testigos de Jehová Gatazo Ajaví,1.0,way/366695394,-1,"religion,other_temples,interesting_places",-78.545,-0.263207,Ecuador
W366707229,Salón del Reino Testigos de Jehová Alangasí Merced,1.0,way/366707229,-1,"religion,other_temples,interesting_places",-78.4177,-0.30344,Ecuador
W366796806,St. Amenaprkitch,7.0,way/366796806,Q13054764,"religion,churches,interesting_places,other_churches",43.8412,40.7841,Armenia
W366912076,Lori Fortress Bridge,7.0,way/366912076,Q20507957,"bridges,architecture,interesting_places,other_bridges",44.4311,41.0042,Armenia
W366966600,Buyeo Jeongnimsaji,7.0,way/366966600,Q16094566,"religion,buddhist_temples,historic,urban_environment,gardens_and_parks,archaeology,cultural,interesting_places,other_archaeological_sites",126.914,36.2792,Corea del Sur
W367135460,San Francisco Church,7.0,way/367135460,Q65951354,"religion,other_temples,interesting_places",-71.9833,-13.5184,Perú
W367152763,Saint Margarets Church,7.0,way/367152763,Q7589877,"religion,churches,interesting_places,catholic_churches",-90.5802,30.474,United States
